"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Brian Halonen","25-26","N.J","L",9,67.22,41.88,54.86,47.43,41.33,34.82,1.91,2.65,21.38,17.59,27.89,30.92,39.04,55.43,1.19,2.22,-0.74,3.78,-3.03,-16.39,-1.04,8.94,84.93
"Brock Boeser","25-26","VAN","R",59,790.5,33.78,43.67,44,44.48,41.74,1.71,3.35,24.09,31.07,37.91,48.24,51.29,64.02,2.3,3.2,-1.64,-6.99,-10.33,-12.72,-0.91,7.09,89.23
"Brock Faber","25-26","MIN","D",68,1354.55,53.84,50.87,51.04,50.31,52.06,3.05,2.61,30.07,29.04,44.98,43.14,62.19,61.42,3.01,2.77,0.43,1.03,1.84,0.77,0.24,10.13,91
"Brock Nelson","25-26","COL","C",66,882.27,59.11,57.76,57.56,58.07,58.48,3.46,2.39,35.65,26.07,53.44,39.4,73.37,52.99,3.76,2.67,1.06,9.58,14.04,20.38,1.09,9.69,90.83
"Bryan Rust","25-26","PIT","R",60,837.45,52.49,48.6,48.77,48.66,47.81,3.18,2.88,27.37,28.95,42.9,45.06,58.25,61.45,3.05,3.33,0.3,-1.58,-2.16,-3.2,-0.28,11.62,90.05
"Cale Fleury","25-26","SEA","D",19,302.22,54.83,43.33,43.23,40.65,43.08,2.18,1.79,22.73,29.73,35.04,46.01,45.54,66.47,2.11,2.79,0.38,-7,-10.97,-20.94,-0.68,9.57,93.97
"Cale Makar","25-26","COL","D",66,1147.23,65.67,55.55,54.97,56.41,55.54,3.68,1.92,33.4,26.73,50.9,41.71,72.09,55.7,3.35,2.68,1.75,6.67,9.2,16.39,0.67,11.01,92.81
"Caleb Jones","25-26","PIT","D",7,106.17,56.3,46.41,44.33,42.89,41.61,2.2,1.71,23.43,27.05,36.32,45.62,53.17,70.79,2.66,3.74,0.49,-3.62,-9.3,-17.62,-1.07,9.38,93.69
"Calle Jarnkrok","25-26","TOR","C",44,405.23,29.51,40.73,39.09,38.36,40.04,1.32,3.15,20.39,29.67,29.72,46.31,40.67,65.34,1.76,2.63,-1.83,-9.28,-16.59,-24.67,-0.87,6.46,89.39
"Calum Ritchie","25-26","NYI","C",50,521.23,36.04,43.26,44.38,44.36,41.26,1.28,2.27,23.2,30.42,36.32,45.53,50.63,63.51,2.19,3.11,-0.99,-7.23,-9.21,-12.88,-0.93,5.51,92.54
"Cam Fowler","25-26","STL","D",67,1178.58,45.42,48.33,47.76,49.04,46.87,2.2,2.64,26.09,27.9,39.09,42.76,55.82,57.99,2.6,2.95,-0.44,-1.8,-3.67,-2.17,-0.35,8.43,90.52
"Cam York","25-26","PHI","D",59,1007.35,49.76,49.18,47.66,46.31,49.35,2.54,2.57,22.6,23.35,34.65,38.04,48.13,55.81,2.36,2.42,-0.02,-0.75,-3.4,-7.68,-0.06,11.25,89.01
"Carl Grundstrom","25-26","PHI","R",37,405.15,56.99,44.51,42.56,43.05,41.51,2.35,1.77,17.78,22.17,29.44,39.74,42.94,56.8,1.81,2.55,0.58,-4.38,-10.29,-13.86,-0.74,13.2,92.01
"Carson Soucy","25-26","NYI","D",15,189.8,25.66,46.74,48.28,47.38,39.05,0.99,2.87,25.07,28.57,40.21,43.08,55.68,61.85,2.07,3.24,-1.88,-3.5,-2.87,-6.17,-1.16,3.95,89.97
"Carson Soucy","25-26","NYR","D",46,699.48,52.34,43.75,43.05,43.67,46.15,2.17,1.98,21.7,27.91,33.64,44.5,48.06,62,2.26,2.63,0.19,-6.21,-10.86,-13.94,-0.38,10.01,92.91
"Carter Verhaeghe","25-26","FLA","C",64,886.37,49.04,51.4,51.77,53.78,50.88,2.81,2.92,29.59,27.98,46.69,43.49,64.82,55.71,3.06,2.96,-0.11,1.61,3.19,9.11,0.11,9.49,89.57
"Casey Cizikas","25-26","NYI","C",66,653.7,42.97,49.6,48.53,47.23,47.62,1.75,2.32,22.07,22.42,33.93,35.98,48.86,54.61,2.22,2.44,-0.57,-0.35,-2.05,-5.74,-0.22,7.91,89.67
"Casey Mittelstadt","25-26","BOS","C",57,726.55,58.07,49.71,50.77,50.25,47.89,3.41,2.46,26.35,26.66,41.91,40.65,56.03,55.46,2.61,2.84,0.95,-0.31,1.26,0.57,-0.23,12.95,90.76
"Chandler Stephenson","25-26","SEA","C",64,863.58,38.62,39.58,39.1,39.47,33.38,1.66,2.64,22.37,34.15,34.34,53.49,48.11,73.77,1.93,3.84,-0.98,-11.78,-19.15,-25.66,-1.92,7.43,92.26
"Charle-Edouard D'astous","25-26","T.B","D",53,871.3,50.44,51.83,52.77,53.98,56.05,3.09,3.04,26.22,24.37,41.01,36.7,58.78,50.11,3.31,2.6,0.05,1.85,4.31,8.67,0.71,11.8,87.53
"Charles-Alexis Legault","25-26","CAR","D",8,101.35,81.2,53.25,58.3,59.61,58.42,2.4,0.56,28.1,24.66,47.81,34.19,68.08,46.13,3.02,2.15,1.85,3.43,13.62,21.95,0.87,8.55,97.74
"Charlie Coyle","25-26","CBJ","C",66,847.98,61.21,51.7,51.28,50.94,54.72,3.23,2.05,29.29,27.37,44.39,42.18,60.45,58.21,3.16,2.61,1.18,1.92,2.21,2.24,0.55,11.03,92.52
"Charlie McAvoy","25-26","BOS","D",55,917.93,53.72,49.5,48.91,48.67,46.95,3.34,2.88,26.68,27.22,41.05,42.89,57.01,60.12,2.71,3.06,0.46,-0.54,-1.84,-3.11,-0.35,12.54,89.41
"Chris Kreider","25-26","ANA","L",61,753.25,49.96,51.96,53.45,54.3,51.48,3.31,3.31,29.94,27.68,48.58,42.31,67.26,56.61,3.16,2.98,0,2.26,6.27,10.65,0.18,11.04,88.04
"Chris Tanev","25-26","TOR","D",11,164.75,58.62,54.65,49.35,48.11,43.58,2.6,1.84,25.46,21.12,37,37.97,49.14,53,2.17,2.82,0.76,4.33,-0.98,-3.86,-0.64,10.21,91.31
"Christian Dvorak","25-26","PHI","C",65,891.83,51.78,46.75,45.85,45.69,48.89,3.13,2.92,24.47,27.87,37.82,44.67,50.6,60.15,2.87,3,0.22,-3.4,-6.85,-9.55,-0.13,12.8,89.53
"Claude Giroux","25-26","OTT","R",66,797.48,60.65,56.22,56.18,54.7,55.01,3.57,2.31,28.76,22.4,42.98,33.52,57.64,47.73,2.99,2.45,1.25,6.36,9.46,9.91,0.54,12.4,89.67
"Clayton Keller","25-26","UTA","R",68,999.33,60.12,56.57,56.34,55.98,54.89,3.44,2.28,29.75,22.84,45.17,35.01,61.58,48.43,3.11,2.55,1.16,6.91,10.16,13.15,0.55,11.57,90
"Cody Ceci","25-26","L.A","D",67,1019.02,43.99,48.35,50.16,51.77,50.96,1.77,2.26,24.35,26.01,40.45,40.19,60.4,56.26,2.63,2.53,-0.48,-1.66,0.26,4.14,0.1,7.29,91.32
"Cody Glass","25-26","N.J","C",55,676.27,54.03,52.9,53.39,53.07,49.42,2.71,2.3,27.86,24.81,41.5,36.22,57.62,50.95,2.47,2.53,0.4,3.05,5.28,6.67,-0.06,9.73,90.71
"Cole Caufield","25-26","MTL","R",65,879.7,60.25,54.49,54.93,52.8,54.04,3.53,2.33,28.46,23.77,44.99,36.92,60.71,54.27,3.06,2.6,1.2,4.69,8.07,6.44,0.46,12.39,90.21
"Cole Koepke","25-26","WPG","L",50,409.3,54.69,47.43,46.28,44.93,44.4,2.18,1.8,25.06,27.78,37.51,43.53,49.53,60.69,2.45,3.07,0.37,-2.72,-6.02,-11.17,-0.62,8.69,93.5
"Cole Perfetti","25-26","WPG","C",52,637.33,48.56,50.58,51.08,52.51,51.73,1.97,2.08,25.99,25.39,41.71,39.95,59.58,53.89,2.56,2.39,-0.12,0.6,1.76,5.69,0.17,7.56,91.8
"Cole Reinhardt","25-26","VGK","L",44,424.65,40.21,49.68,47.26,46.35,50.73,1.4,2.08,21.28,21.55,32.35,36.1,45.06,52.16,2.07,2.01,-0.68,-0.28,-3.74,-7.11,0.06,6.57,90.35
"Cole Schwindt","25-26","FLA","R",22,175.27,52.81,51.27,50.96,51.59,58.25,2.7,2.41,19.49,18.53,33.04,31.79,47,44.1,2.48,1.78,0.29,0.96,1.25,2.9,0.7,13.86,86.97
"Cole Sillinger","25-26","CBJ","C",65,863.33,49.33,49.88,49.54,49.67,50.4,2.75,2.83,29.2,29.35,43.09,43.89,59.08,59.87,2.87,2.82,-0.08,-0.14,-0.8,-0.79,0.05,9.42,90.37
"Cole Smith","25-26","NSH","R",42,482.23,33.2,47.9,48.5,48.34,51.67,1.5,3.02,23.93,26.03,36.98,39.26,50.6,54.09,2.75,2.57,-1.52,-2.1,-2.29,-3.49,0.18,6.27,88.4
"Cole Smith","25-26","VGK","R",6,63.5,49.5,61.55,57.92,57.98,60.85,0.94,0.95,25.89,16.18,40.57,29.48,49.86,36.13,3.13,2.01,-0.02,9.71,11.09,13.73,1.11,3.61,94.1
"Colin Blackwell","25-26","DAL","C",56,531.02,46.91,50.12,48.71,49.15,47.87,2.07,2.34,21.18,21.08,32.26,33.98,48.5,50.18,2.22,2.42,-0.27,0.1,-1.71,-1.67,-0.2,9.76,88.91
"Colin Miller","25-26","WPG","D",15,191.78,25.7,42.59,46.18,46.63,41.12,1.26,3.65,22.7,30.61,37.68,43.91,53.13,60.81,2.21,3.16,-2.39,-7.91,-6.23,-7.68,-0.95,5.57,88.06
"Collin Graf","25-26","S.J","R",64,819.45,49.92,42.33,42.93,43.63,45.7,2.71,2.72,21.65,29.5,33.08,43.98,46.89,60.58,2.62,3.11,-0.01,-7.85,-10.89,-13.69,-0.49,12.5,90.79
"Colton Dach","25-26","CHI","C",53,565.83,30.99,40.78,43.46,44.97,37.93,1.15,2.56,19.72,28.64,32.18,41.86,44.99,55.06,1.77,2.89,-1.41,-8.92,-9.68,-10.07,-1.12,5.82,91.08
"Colton Parayko","25-26","STL","D",62,1162.1,41.38,46.4,46.46,45.28,51.45,2.09,2.96,23.47,27.1,36.05,41.55,49,59.21,2.66,2.51,-0.87,-3.64,-5.49,-10.21,0.15,8.89,89.09
"Colton Sissons","25-26","VGK","C",51,524.58,39.65,49.44,45.96,45.74,47.39,1.25,1.9,22.7,23.22,34.26,40.28,47.57,56.42,2.17,2.41,-0.65,-0.52,-6.03,-8.86,-0.24,5.5,91.81
"Colton White","25-26","N.J","D",23,278.22,53.32,49.82,47.47,46.72,49.46,1.98,1.73,25.95,26.14,35.15,38.9,47.68,54.38,2.39,2.44,0.25,-0.19,-3.75,-6.7,-0.05,7.61,93.38
"Connor Bedard","25-26","CHI","C",53,848.97,49.02,43.28,43.29,43.9,42.73,2.91,3.02,25.32,33.17,38.16,49.99,51.1,65.29,2.5,3.35,-0.12,-7.86,-11.84,-14.2,-0.85,11.49,90.88
"Connor Brown","25-26","N.J","R",60,797.05,44.98,49.04,49.79,49.63,45.3,2.11,2.58,25.19,26.19,39.29,39.61,53.6,54.41,2.3,2.77,-0.47,-0.99,-0.33,-0.8,-0.48,8.39,90.13
"Connor Clifton","25-26","PIT","D",36,510.42,49.42,50.61,51.99,49.87,55.21,2.17,2.22,23.97,23.39,40.13,37.05,55.88,56.17,3.04,2.47,-0.05,0.58,3.08,-0.29,0.57,9.04,90.52
"Connor Dewar","25-26","PIT","C",67,716.75,56.18,51.2,52.63,53.17,51.17,2.89,2.25,26.18,24.96,42.99,38.7,60.48,53.28,2.76,2.64,0.64,1.22,4.3,7.2,0.13,11.03,90.97
"Connor McDavid","25-26","EDM","C",68,1138.78,51.78,54.06,54.15,53.85,57.43,3.29,3.06,31.2,26.51,48.2,40.81,63.5,54.42,4.06,3.01,0.23,4.69,7.39,9.08,1.05,10.54,88.45
"Connor McMichael","25-26","WSH","C/L",64,799.47,51.46,47.15,47.44,47.63,48.26,2.76,2.61,26.55,29.76,40.31,44.67,57.45,63.18,2.94,3.15,0.16,-3.21,-4.35,-5.73,-0.21,10.41,91.24
"Connor Murphy","25-26","CHI","D",60,800.68,46.83,46.07,46.54,45.48,46.29,2.11,2.39,21.67,25.37,33.53,38.52,44.79,53.7,2.13,2.47,-0.28,-3.7,-4.99,-8.91,-0.34,9.72,90.58
"Connor Murphy","25-26","EDM","D",6,104.43,38.11,45.16,45.58,41.04,48.24,1.76,2.86,21.41,26,34.81,41.57,43.95,63.14,2.6,2.79,-1.1,-4.59,-6.76,-19.19,-0.19,8.21,89.02
"Connor Zary","25-26","CGY","C",65,805.83,47.79,51.84,49.29,50.22,47.91,2.17,2.37,27.62,25.67,40.08,41.24,57.19,56.69,2.67,2.9,-0.2,1.96,-1.16,0.51,-0.23,7.85,90.76
"Conor Garland","25-26","CBJ","R",5,60.93,47.96,61.91,53.57,50.79,59.29,2.9,3.14,38.84,23.9,52.75,45.72,68.95,66.79,3.8,2.61,-0.25,14.94,7.03,2.16,1.19,7.45,86.86
"Conor Garland","25-26","VAN","R",50,671.3,41.36,45.18,44.7,44.26,44.24,1.79,2.54,26.66,32.36,40.61,50.23,54.48,68.61,2.79,3.51,-0.75,-5.69,-9.62,-14.12,-0.72,6.71,92.16
"Conor Geekie","25-26","T.B","C",11,103.72,44.91,47.55,44.55,46.84,34.74,2.3,2.82,23.11,25.49,34.92,43.47,51.53,58.49,1.62,3.04,-0.52,-2.38,-8.55,-6.96,-1.42,9.94,88.95
"Conor Sheary","25-26","NYR","L",47,605.42,50.88,46.78,48.48,49.79,52.32,1.52,1.47,23,26.16,38.8,41.24,56.77,57.26,2.55,2.32,0.05,-3.16,-2.44,-0.49,0.23,6.61,94.39
"Conor Timmins","25-26","BUF","D",33,516.98,39.57,44.69,45.09,43.82,45,2.29,3.5,24.3,30.07,38.18,46.5,50.63,64.91,2.52,3.08,-1.21,-5.77,-8.32,-14.28,-0.56,9.42,88.38
"Corey Perry","25-26","L.A","R",50,552.05,58.88,49.13,49.96,50.27,53.48,2.33,1.62,25.79,26.7,42.23,42.3,59.64,59,2.73,2.38,0.7,-0.92,-0.07,0.63,0.36,9.02,93.92
"Corey Perry","25-26","T.B","R",5,54.58,63.43,38.86,41.11,45.15,33.84,5.61,3.23,22.99,36.17,36.46,52.23,54.32,65.98,2.43,4.75,2.37,-13.18,-15.76,-11.66,-2.32,24.39,91.06
"Curtis Douglas","25-26","T.B","C",29,172.88,56.3,55.25,56.01,53.84,62.45,1.8,1.4,26.45,21.42,40.94,32.15,51.31,43.99,2.79,1.68,0.4,5.02,8.78,7.32,1.11,6.8,93.49
"Curtis Lazar","25-26","EDM","C",38,309.3,46.38,47.33,46.42,46.22,52.29,1.79,2.07,22.27,24.78,34.45,39.75,47.36,55.11,2.61,2.38,-0.28,-2.51,-5.31,-7.75,0.23,8.04,91.65
"Cutter Gauthier","25-26","ANA","L",66,883.4,50.84,53.12,54.27,53.92,50.61,3.43,3.31,32.57,28.75,52.27,44.05,71.91,61.46,3.32,3.24,0.11,3.82,8.22,10.45,0.08,10.52,88.48
"Daemon Hunt","25-26","MIN","D",29,314.83,42.3,37.91,37.98,37.42,39.94,1.52,2.07,18.59,30.45,30.7,50.13,43.16,72.18,1.9,2.86,-0.55,-11.86,-19.43,-29.02,-0.96,8.16,93.2
"Dakota Joshua","25-26","TOR","C",45,505.53,50.26,44.13,43.72,43.84,46.13,2.63,2.61,23.2,29.37,35.42,45.6,50.21,64.33,2.25,2.63,0.03,-6.17,-10.18,-14.11,-0.38,11.35,91.13
"Dakota Mermis","25-26","TOR","D",11,135.57,34.05,49.59,49.22,48.57,52.63,1.34,2.59,25.09,25.5,39.65,40.91,54.23,57.43,2.44,2.2,-1.25,-0.41,-1.25,-3.2,0.24,5.33,89.85
"Dalibor Dvorsky","25-26","STL","R",56,671.05,44.51,48.36,46.37,45.94,42.88,1.93,2.4,25.45,27.18,35.97,41.59,49.18,57.86,2.17,2.89,-0.48,-1.73,-5.62,-8.68,-0.72,7.57,91.16
"Damon Severson","25-26","CBJ","D",65,1201.77,51.78,53.88,53.84,54.38,56.04,2.71,2.52,29.96,25.65,45.97,39.42,64.39,54.01,3.17,2.49,0.19,4.31,6.55,10.38,0.68,9.03,90.18
"Daniil but","25-26","UTA","L",28,310.68,54.44,52.54,54.73,55.83,64.23,2.32,1.94,28.32,25.58,43.79,36.22,65.98,52.2,3.68,2.05,0.38,2.74,7.57,13.79,1.63,8.2,92.4
"Danila Yurov","25-26","MIN","R",61,745.17,50,47.94,49.57,48.03,51.66,2.93,2.93,27.6,29.97,40.94,41.64,54.54,59.02,2.72,2.55,0,-2.37,-0.71,-4.48,0.18,10.61,90.23
"Dante Fabbro","25-26","CBJ","D",58,830.67,39.53,48,47.69,47.16,48.54,1.73,2.65,26.74,28.97,40.89,44.85,58.33,65.35,2.83,3,-0.92,-2.22,-3.96,-7.02,-0.17,6.47,90.86
"Danton Heinen","25-26","CBJ","L",18,188.78,47.2,56.99,56.66,55.18,61.67,2.87,3.21,26.54,20.03,44.12,33.76,62.19,50.51,2.91,1.81,-0.34,6.51,10.37,11.68,1.1,10.8,83.99
"Danton Heinen","25-26","PIT","L",13,136.07,48.46,54.72,57.65,55.94,57.72,1.25,1.33,24.91,20.61,42.65,31.33,58.25,45.89,2.52,1.85,-0.08,4.29,11.32,12.36,0.67,5.01,93.56
"Darnell Nurse","25-26","EDM","D",68,1263.62,43.45,50.73,49.36,48.62,50.96,2.26,2.94,28.15,27.34,42.21,43.31,57.1,60.34,2.89,2.78,-0.68,0.81,-1.1,-3.24,0.11,8.03,89.24
"Darren Raddysh","25-26","T.B","D",58,967.13,62.1,54.81,55.84,56.82,54.89,3.45,2.11,30.08,24.8,47.89,37.87,65.96,50.12,3.23,2.65,1.34,5.28,10.02,15.84,0.58,11.47,91.51
"David Jiricek","25-26","MIN","D",25,279.13,50.25,44.65,46,46.5,43.92,2.17,2.15,26.78,33.2,42.89,50.36,58.7,67.53,2.82,3.6,0.02,-6.42,-7.46,-8.82,-0.78,8.1,93.53
"David Kampf","25-26","VAN","C",38,495.88,36.1,48.13,48.7,48.02,46.84,1.41,2.49,24.1,25.98,38.11,40.15,50.57,54.73,2.31,2.62,-1.09,-1.88,-2.04,-4.16,-0.31,5.85,90.4
"David Pastrnak","25-26","BOS","R",62,948.65,53.93,49.55,49.07,49.77,46.78,3.19,2.72,25.84,26.3,39.92,41.43,56.89,57.43,2.56,2.91,0.46,-0.47,-1.51,-0.53,-0.35,12.34,89.65
"David Perron","25-26","OTT","L",49,546.45,57.37,52,55.07,53.3,60.67,2.8,2.08,25.91,23.92,41.18,33.6,55.09,48.27,2.84,1.84,0.72,1.99,7.58,6.83,1,10.8,91.31
"David Tomasek","25-26","EDM","R",22,195.5,37.41,53.45,47.93,46.8,45.75,1.83,3.06,25.74,22.41,36.41,39.55,50.63,57.55,2.31,2.74,-1.23,3.33,-3.15,-6.93,-0.43,7.11,86.35
"Dawson Mercer","25-26","N.J","C",67,929.48,44.2,49.69,51.27,50.49,48.24,1.94,2.45,27.09,27.43,43.16,41.02,59.66,58.51,2.62,2.81,-0.51,-0.34,2.14,1.16,-0.19,7.16,91.08
"Declan Carlile","25-26","T.B","D",38,501.48,56.27,45,47.79,50.84,49.65,2.41,1.87,21.28,26.01,34.39,37.57,53.34,51.58,2.26,2.3,0.54,-4.72,-3.18,1.76,-0.03,11.32,92.8
"Declan Chisholm","25-26","WSH","D",26,339.87,55.64,52.32,48.16,49.5,44,2.88,2.3,26.52,24.17,39.77,42.81,58.74,59.92,2.67,3.39,0.58,2.35,-3.04,-1.18,-0.73,10.88,90.48
"Dennis Cholowski","25-26","N.J","D",15,210.08,28.71,48.19,47.25,45.28,46.54,1.15,2.85,24.96,26.83,38.6,43.1,49.67,60.03,2.15,2.47,-1.7,-1.88,-4.5,-10.36,-0.32,4.6,89.38
"Denton Mateychuk","25-26","CBJ","D",59,984.23,54.49,53.74,52.59,52.86,54.24,3.04,2.54,30.16,25.96,45.38,40.92,62.09,55.38,3.17,2.67,0.5,4.2,4.47,6.72,0.49,10.09,90.21
"Denver Barkey","25-26","PHI","C",31,349.13,37.3,52.25,52.13,48.66,52.29,1.95,3.28,24.48,22.37,38.48,35.34,52.24,55.12,2.43,2.22,-1.33,2.11,3.15,-2.87,0.21,7.96,85.36
"Devon Toews","25-26","COL","D",53,933.55,59.59,55.2,54.99,57.29,55.04,3.4,2.31,33.34,27.06,49.99,40.92,71.96,53.64,3.43,2.8,1.1,6.28,9.07,18.32,0.63,10.21,91.47
"Dmitri Simashev","25-26","UTA","D",25,369.75,32.6,50.37,49.9,47.95,46.39,1.15,2.37,26.84,26.45,39.13,39.28,51.73,56.17,2.56,2.96,-1.23,0.39,-0.15,-4.43,-0.4,4.27,91.03
"Dmitri Voronkov","25-26","CBJ","L",62,724.98,57.73,53.79,54.02,53.94,56.08,2.9,2.13,30.87,26.51,48.04,40.9,66.44,56.73,3.34,2.62,0.78,4.35,7.14,9.71,0.72,9.41,91.98
"Dmitry Kulikov","25-26","FLA","D",9,137.2,16.07,42.26,50.7,50.83,54.79,0.41,2.15,21.45,29.31,41.28,40.15,52.35,50.63,2.6,2.15,-1.74,-7.86,1.14,1.71,0.45,1.92,92.67
"Dmitry Orlov","25-26","S.J","D",65,1107.47,43.26,46.53,47.81,49.53,48.13,2.36,3.09,24.83,28.53,38.11,41.61,55.04,56.08,2.85,3.07,-0.73,-3.71,-3.5,-1.05,-0.22,9.5,89.16
"Dominic James","25-26","T.B","C",43,479.63,54.7,50.35,51.67,54.34,53.13,2.37,1.96,24.62,24.27,39.26,36.72,57.28,48.14,2.69,2.38,0.41,0.34,2.54,9.14,0.32,9.63,91.91
"Dominik Shine","25-26","DET","R",9,67.2,26.68,39.02,35.77,33.06,33.21,0.96,2.62,21.47,33.55,28.71,51.54,37.27,75.45,1.57,3.16,-1.67,-12.08,-22.83,-38.18,-1.59,4.45,92.18
"Donovan Sebrango","25-26","FLA","D",25,316.57,34.34,45.83,49.78,48.98,50.64,1.9,3.64,23.91,28.26,42.82,43.19,56.24,58.58,2.68,2.61,-1.74,-4.35,-0.37,-2.34,0.07,7.97,87.11
"Dougie Hamilton","25-26","N.J","D",62,1058.05,46.78,53.8,53.37,53.4,50.75,1.91,2.17,29.99,25.75,45.66,39.89,63.47,55.39,2.7,2.62,-0.26,4.23,5.77,8.08,0.08,6.36,91.57
"Drake Batherson","25-26","OTT","R",63,844.28,50.86,54.22,55.37,55.47,55.99,2.82,2.73,27.24,23,43.97,35.45,60.69,48.73,3.01,2.37,0.1,4.24,8.52,11.96,0.64,10.36,88.14
"Drew Doughty","25-26","L.A","D",57,1044.25,50.72,51.77,53.14,53.63,54.19,2.16,2.09,27.09,25.24,43.07,37.98,60.61,52.41,2.82,2.39,0.06,1.85,5.1,8.2,0.44,7.95,91.7
"Drew Helleson","25-26","ANA","D",53,807.67,43.25,46.15,48.26,47.78,45.23,2.56,3.35,25.88,30.19,41.17,44.14,56.31,61.54,2.62,3.17,-0.8,-4.31,-2.97,-5.23,-0.55,9.88,88.89
"Drew O'Connor","25-26","VAN","L",66,818.57,46.86,46.03,47.65,47.44,45.17,2.03,2.3,22.92,26.87,39.25,43.12,53.7,59.5,2.49,3.02,-0.27,-3.95,-3.88,-5.8,-0.53,8.87,91.42
"Dylan Cozens","25-26","OTT","C",66,847.62,48.05,56.34,57.03,56.9,59.18,2.48,2.69,28.46,22.06,44.88,33.82,63.11,47.79,3.1,2.14,-0.2,6.4,11.06,15.31,0.96,8.73,87.82
"Dylan Demelo","25-26","WPG","D",66,1226.22,53.58,51.22,51.42,50.27,52.94,2.63,2.28,26.64,25.38,40.34,38.12,53.43,52.86,2.88,2.56,0.35,1.26,2.22,0.57,0.32,9.89,91.01
"Dylan Guenther","25-26","UTA","R",66,845.98,55.21,53.72,54.74,54.16,52.86,3.15,2.56,30.44,26.22,48.1,39.77,65.86,55.73,3.13,2.8,0.6,4.22,8.34,10.13,0.34,10.36,90.25
"Dylan Holloway","25-26","STL","L",44,640.15,51.38,49.25,49.83,50.31,51.94,3,2.84,26.62,27.42,39.97,40.25,56.07,55.37,2.82,2.61,0.16,-0.81,-0.28,0.7,0.21,11.27,89.65
"Dylan Larkin","25-26","DET","C",63,883.27,49.19,51.36,51.18,50.38,50.09,2.3,2.37,26.55,25.14,42,40.06,58.23,57.35,2.8,2.79,-0.08,1.41,1.94,0.87,0.01,8.66,90.56
"Dylan McIlrath","25-26","WSH","D",12,105.75,34.08,40.7,40.98,40.84,45.49,0.61,1.17,15.81,23.04,25.37,36.53,39.31,56.95,2,2.4,-0.57,-7.22,-11.17,-17.64,-0.4,3.84,94.9
"Dylan Samberg","25-26","WPG","D",50,902.32,51.04,51.08,51.11,50.65,49.43,2.06,1.98,25.89,24.8,39.74,38.01,54.47,53.07,2.55,2.61,0.08,1.09,1.72,1.4,-0.06,7.96,92.03
"Dylan Strome","25-26","WSH","C",66,902.32,56.04,48.63,48.86,48.76,49.39,3.47,2.72,27.37,28.91,43.55,45.58,59.99,63.05,3.19,3.27,0.75,-1.54,-2.03,-3.06,-0.08,12.69,90.57
"Easton Cowan","25-26","TOR","R",52,622.28,57,44.97,45,45.47,47.61,2.29,1.73,25.09,30.7,38.52,47.08,53.63,64.31,2.65,2.92,0.56,-5.61,-8.56,-10.68,-0.27,9.14,94.37
"Eeli Tolvanen","25-26","SEA","R",65,822.47,40.78,40.78,41.48,41.94,34.83,1.9,2.76,22.63,32.87,35.99,50.77,51.24,70.93,1.86,3.48,-0.86,-10.24,-14.77,-19.69,-1.62,8.41,91.59
"Eetu Luostarinen","25-26","FLA","C",58,748.33,46.85,52.41,52.27,52.39,53.71,2.46,2.79,25.27,22.95,40.43,36.93,55.71,50.63,2.86,2.47,-0.33,2.32,3.51,5.08,0.4,9.73,87.84
"Egor Zamula","25-26","CBJ","D",15,192.72,62.12,50.73,50.33,49.03,45.96,2.52,1.54,24.07,23.37,37.01,36.53,50.42,52.41,2.07,2.44,0.98,0.7,0.49,-1.99,-0.36,10.48,93.42
"Egor Zamula","25-26","PHI","D",13,172.83,62.35,56.2,51.47,50.84,50.95,3.43,2.07,28.1,21.91,38.41,36.22,54.58,52.77,2.42,2.33,1.36,6.2,2.2,1.81,0.09,12.19,90.55
"Elias Lindholm","25-26","BOS","C",54,700.42,46.02,46.69,45.83,46.35,44.38,2.48,2.9,24.48,27.94,38.28,45.24,54.9,63.53,2.46,3.08,-0.43,-3.47,-6.96,-8.64,-0.62,10.11,89.61
"Elias Pettersson","25-26","VAN","C",58,775.9,39.77,43.29,44.5,43.06,45.54,2.07,3.13,23.99,31.43,38.58,48.12,51.79,68.48,2.74,3.27,-1.06,-7.43,-9.54,-16.69,-0.54,8.62,90.04
"Elias Pettersson (D)","25-26","VAN","D",56,756.92,42.79,45.13,44.03,43.54,39.71,2.02,2.71,23.71,28.83,36.19,45.99,49.01,63.56,2.27,3.45,-0.68,-5.12,-9.81,-14.55,-1.18,8.54,90.61
"Elias Salomonsson","25-26","WPG","D",23,377.18,57.25,48.63,50.06,51.6,51.32,2.11,1.57,26.62,28.12,41.98,41.88,58.51,54.89,2.91,2.76,0.53,-1.5,0.1,3.62,0.15,7.92,94.4
"Elmer Soderblom","25-26","DET","L",39,408.22,38.5,47.73,49.39,49.02,52.47,0.92,1.46,23.25,25.47,38.72,39.67,53.9,56.05,2.76,2.5,-0.55,-2.22,-0.95,-2.15,0.26,3.94,94.26
"Elmer Soderblom","25-26","PIT","L",5,50.2,51.03,60.22,52.44,52,54.42,3.84,3.68,30.39,20.08,36.42,33.04,59.76,55.17,3.31,2.77,0.16,10.31,3.38,4.59,0.54,12.62,81.67
